,Name,Age,Height,Weight,Sport
0,A Dijiang,24.0,180.0,80.0,Basketball
1,A Lamusi,23.0,170.0,60.0,Judo
2,Gunnar Nielsen Aaby,24.0,,,Football
3,Edgar Lindenau Aabye,34.0,,,Tug-Of-War
4,Christine Jacoba Aaftink,21.0,185.0,82.0,Speed Skating
5,Christine Jacoba Aaftink,21.0,185.0,82.0,Speed Skating
6,Christine Jacoba Aaftink,25.0,185.0,82.0,Speed Skating
7,Christine Jacoba Aaftink,25.0,185.0,82.0,Speed Skating
8,Christine Jacoba Aaftink,27.0,185.0,82.0,Speed Skating
9,Christine Jacoba Aaftink,27.0,185.0,82.0,Speed Skating
10,Per Knut Aaland,31.0,188.0,75.0,Cross Country Skiing
11,Per Knut Aaland,31.0,188.0,75.0,Cross Country Skiing
12,Per Knut Aaland,31.0,188.0,75.0,Cross Country Skiing
13,Per Knut Aaland,31.0,188.0,75.0,Cross Country Skiing
14,Per Knut Aaland,33.0,188.0,75.0,Cross Country Skiing
15,Per Knut Aaland,33.0,188.0,75.0,Cross Country Skiing
16,Per Knut Aaland,33.0,188.0,75.0,Cross Country Skiing
17,Per Knut Aaland,33.0,188.0,75.0,Cross Country Skiing
18,John Aalberg,31.0,183.0,72.0,Cross Country Skiing
19,John Aalberg,31.0,183.0,72.0,Cross Country Skiing
20,John Aalberg,31.0,183.0,72.0,Cross Country Skiing
21,John Aalberg,31.0,183.0,72.0,Cross Country Skiing
22,John Aalberg,33.0,183.0,72.0,Cross Country Skiing
23,John Aalberg,33.0,183.0,72.0,Cross Country Skiing
24,John Aalberg,33.0,183.0,72.0,Cross Country Skiing
25,John Aalberg,33.0,183.0,72.0,Cross Country Skiing
26,"Cornelia ""Cor"" Aalten (-Strannood)",18.0,168.0,,Athletics
27,"Cornelia ""Cor"" Aalten (-Strannood)",18.0,168.0,,Athletics
28,Antti Sami Aalto,26.0,186.0,96.0,Ice Hockey
29,"Einar Ferdinand ""Einari"" Aalto",26.0,,,Swimming
30,Jorma Ilmari Aalto,22.0,182.0,76.5,Cross Country Skiing
31,Jyri Tapani Aalto,31.0,172.0,70.0,Badminton
32,Minna Maarit Aalto,30.0,159.0,55.5,Sailing
33,Minna Maarit Aalto,34.0,159.0,55.5,Sailing
34,Pirjo Hannele Aalto (Mattila-),32.0,171.0,65.0,Biathlon
