,Name,Age,Height,Weight,Sport
3235,Ali Hamed Al-Awasa,27.0,180.0,70.0,Shooting
3236,Wael Al-Aydy,36.0,178.0,76.0,Volleyball
3237,Khodor Munir Al-Aywan,15.0,165.0,67.0,Weightlifting
3238,Khodor Munir Al-Aywan,27.0,165.0,67.0,Weightlifting
3239,Mohamed Amin Al-Aywan,17.0,168.0,67.0,Weightlifting
3240,Mohamed Mutlaq Khalaf Al-Azemi,22.0,178.0,64.0,Athletics
3241,Mohamed Mutlaq Khalaf Al-Azemi,26.0,178.0,64.0,Athletics
3242,Mohamed Mutlaq Khalaf Al-Azemi,30.0,178.0,64.0,Athletics
3243,Musayed Ayed Al-Azimi,31.0,,,Athletics
3244,Bilal Said Mabrouk Al-Azma,17.0,171.0,68.0,Athletics
3245,Bilal Said Mabrouk Al-Azma,17.0,171.0,68.0,Athletics
3246,Mohanad Ahmed Dheyaa Al-Azzawi,15.0,173.0,65.0,Swimming
3247,Abdul Mohsen Al-Bagir,28.0,158.0,69.0,Weightlifting
3248,Jafar Al-Bagir,21.0,167.0,69.0,Weightlifting
3249,Sami Al-Baker,20.0,,,Fencing
3250,Zouheir Al-Balah,21.0,175.0,74.0,Wrestling
3251,Ali Mohamed Al-Balooshi,17.0,180.0,60.0,Athletics
3252,Ayesha Shahriyar Mohammed Al-Balooshi,24.0,160.0,57.0,Weightlifting
3253,Mansour Ayoub Al-Baloushi,20.0,175.0,65.0,Athletics
3254,Mansour Ayoub Al-Baloushi,20.0,175.0,65.0,Athletics
3255,Ali Al-Baluchi,29.0,,,Boxing
3256,Wadha Bint Nasir Al-Balushi,26.0,160.0,75.0,Shooting
3257,Abdullah Salim Al-Barwani,,161.0,65.0,Boxing
3258,Faisal Abdullah Al-Basam,18.0,,,Archery
3259,Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,18.0,162.0,53.0,Swimming
3260,Waleed Saleh Al-Bekheet,23.0,190.0,98.0,Athletics
3261,Waleed Saleh Al-Bekheet,27.0,190.0,98.0,Athletics
3262,Mubarak Muhammad Salem Al-Besher,24.0,,,Swimming
3263,Ahmad Al-Bishi,21.0,170.0,62.0,Football
3264,Hamdan Awdah Al-Bishi,19.0,180.0,70.0,Athletics
3265,Hamdan Awdah Al-Bishi,19.0,180.0,70.0,Athletics
3266,Hamdan Awdah Al-Bishi,23.0,180.0,70.0,Athletics
3267,Hamed Hamadan Al-Bishi,18.0,170.0,70.0,Athletics
3268,Hussain Misfor Al-Bishi,23.0,173.0,69.0,Football
3269,Mohamed Fahd Al-Bishi,23.0,160.0,52.0,Athletics
3270,Mohamed Fahd Al-Bishi,23.0,160.0,52.0,Athletics
3271,Mohamed Hamed Al-Bishi,20.0,170.0,65.0,Athletics
3272,Mohamed Hamed Al-Bishi,20.0,170.0,65.0,Athletics
3273,Mohamed Hamed Al-Bishi,24.0,170.0,65.0,Athletics
3274,Saad Shetwy Al-Bishi,23.0,195.0,122.0,Athletics
3275,Sameera Zayid Al-Bitar,14.0,168.0,64.0,Swimming
3276,Sameera Zayid Al-Bitar,18.0,168.0,64.0,Swimming
3277,Abdul Ridha Al-Boloushi,23.0,,,Handball
3278,Mohamed Al-Bouhairi,24.0,183.0,69.0,Athletics
3279,Fadwa Al-Bouza,18.0,173.0,58.0,Athletics
3280,Abdullah Mohammad Al-Buloshi,20.0,176.0,72.0,Football
3281,Abdul Latif Mohamed Al-Bulushi,28.0,169.0,69.0,Shooting
3282,Abdul Latif Mohamed Al-Bulushi,28.0,169.0,69.0,Shooting
3283,Abdul Latif Mohamed Al-Bulushi,32.0,169.0,69.0,Shooting
3284,Dadallah Noor Mohamed Al-Bulushi,25.0,172.0,86.0,Shooting
3285,Dadallah Noor Mohamed Al-Bulushi,25.0,172.0,86.0,Shooting
3286,Dadallah Noor Mohamed Al-Bulushi,49.0,172.0,86.0,Shooting
3287,Saleh Al-Buraiki,23.0,180.0,68.0,Football
3288,Essa Al-Busmait,40.0,,,Sailing
3289,Ebrahim Al-Cattan,16.0,170.0,58.0,Fencing
3290,Faisal Ali Al-Daakhil,22.0,176.0,74.0,Football
3291,Abdal Salam Al-Dabaji,25.0,176.0,64.0,Athletics
3292,Nayef Al-Daihani,36.0,,,Shooting
3293,Hamoud Abdallah Said Al-Dalhami,28.0,172.0,65.0,Athletics
3294,Hamoud Abdallah Said Al-Dalhami,32.0,172.0,65.0,Athletics
3295,Sultan Mubarak M. Al-Dawoodi,23.0,192.0,86.0,Athletics
3296,Sultan Mubarak M. Al-Dawoodi,27.0,192.0,86.0,Athletics
3297,Sultan Mubarak M. Al-Dawoodi,31.0,192.0,86.0,Athletics
3298,Ramy Abdelhadi Al-Deeb,23.0,180.0,75.0,Athletics
3299,Fehaid Al-Deehani,25.0,178.0,95.0,Shooting
3300,Fehaid Al-Deehani,29.0,178.0,95.0,Shooting
3301,Fehaid Al-Deehani,29.0,178.0,95.0,Shooting
3302,Fehaid Al-Deehani,33.0,178.0,95.0,Shooting
3303,Fehaid Al-Deehani,37.0,178.0,95.0,Shooting
3304,Fehaid Al-Deehani,45.0,178.0,95.0,Shooting
3305,Fehaid Al-Deehani,45.0,178.0,95.0,Shooting
3306,Fehaid Al-Deehani,49.0,178.0,95.0,Shooting
3307,Humaid Rashd Al-Derei,21.0,,65.0,Judo
3308,Jasem Muhammad Al-Deyab,,160.0,86.0,Handball
3309,Nawaf Al-Dhafari,21.0,,,Football
3310,Khuwaiter Al-Dhaheri,17.0,,,Swimming
3311,Youssef Al-Dokhi,18.0,,,Football
3312,Abdullah Hussein Al-Dosari,23.0,165.0,54.0,Athletics
3313,Abdullah Hussein Al-Dosari,27.0,165.0,54.0,Athletics
3314,Abdullah Hussein Al-Dosari,27.0,165.0,54.0,Athletics
3315,Bonayan Al-Dosari,23.0,,59.0,Weightlifting
3316,Hamad Mubarak Al-Dosari,18.0,179.0,73.0,Athletics
3317,Khaled Al-Dosari,28.0,189.0,90.0,Taekwondo
3318,Khamis Al-Owairan Al-Dosari,22.0,178.0,,Football
3319,Medhadi Al-Dosari,16.0,160.0,,Cycling
3320,Medhadi Al-Dosari,16.0,160.0,,Cycling
3321,Mohamed Barak Al-Dosari,27.0,160.0,59.0,Athletics
3322,Mohamed Barak Al-Dosari,27.0,160.0,59.0,Athletics
3323,Mohamed Barak Al-Dosari,30.0,160.0,59.0,Athletics
3324,Mohamed Jaman Al-Dosari,26.0,167.0,60.0,Athletics
3325,Mohamed Jaman Al-Dosari,26.0,167.0,60.0,Athletics
3326,Muhaisin Mubarak Al-Jamaan Al-Dosari,18.0,175.0,62.0,Football
3327,Nassar Ali Al-Dosari,,,,Fencing
3328,Obeid Al-Dosari,20.0,174.0,73.0,Football
3329,Rashid Shafi Al-Dosari,19.0,198.0,130.0,Athletics
3330,Rashid Shafi Al-Dosari,27.0,198.0,130.0,Athletics
3331,Said Khalil Al-Dosari,24.0,174.0,72.0,Athletics
3332,Said Khalil Al-Dosari,24.0,174.0,72.0,Athletics
3333,Saleh Khalifa Al-Dosari,30.0,164.0,63.0,Football
3334,Salman Ghassan Al-Dosari,20.0,180.0,73.0,Football
3335,Sami Jasem Al-Dosari,19.0,167.0,69.0,Football
3336,Youssef Matouq Al-Dosari,26.0,160.0,51.0,Athletics
3337,Youssef Matouq Al-Dosari,26.0,160.0,51.0,Athletics
3338,Ahmed Al-Doseri,,190.0,69.0,Modern Pentathlon
3339,Ahmed Al-Doseri,,190.0,69.0,Modern Pentathlon
3340,Ahmed Al-Doseri,,190.0,69.0,Fencing
3341,Ahmed Al-Doseri,,190.0,69.0,Fencing
3342,Jamal Ahmed Youssuf Al-Doseri,22.0,155.0,70.0,Cycling
3343,Jamal Ahmed Youssuf Al-Doseri,22.0,155.0,70.0,Cycling
3344,Mamdooh Husain Isa Al-Doseri,20.0,,,Cycling
3345,Jasem Goma'an Al-Dowaila,21.0,188.0,75.0,Athletics
3346,Jasem Goma'an Al-Dowaila,25.0,188.0,75.0,Athletics
3347,Ramzy Al-Duhami,24.0,162.0,70.0,Equestrianism
3348,Ramzy Al-Duhami,24.0,162.0,70.0,Equestrianism
3349,Ramzy Al-Duhami,28.0,162.0,70.0,Equestrianism
3350,Ramzy Al-Duhami,32.0,162.0,70.0,Equestrianism
3351,Ramzy Al-Duhami,36.0,162.0,70.0,Equestrianism
3352,Ramzy Al-Duhami,36.0,162.0,70.0,Equestrianism
3353,Ramzy Al-Duhami,40.0,162.0,70.0,Equestrianism
3354,Ramzy Al-Duhami,40.0,162.0,70.0,Equestrianism
3355,Mohsen Hussain Al-Duhaylib,22.0,163.0,69.0,Weightlifting
3356,Jaklein Al-Duqom,24.0,,,Table Tennis
3357,Hamad Al-Easa,20.0,,,Football
3358,Khaled Al-Eid,27.0,175.0,57.0,Equestrianism
3359,Khaled Al-Eid,27.0,175.0,57.0,Equestrianism
3360,Khaled Al-Eid,31.0,175.0,57.0,Equestrianism
3361,Ahmad Abdallah Al-Emran,,160.0,87.0,Handball
3362,Ayman Al-Enazy,19.0,,,Swimming
3363,Ayman Al-Enazy,19.0,,,Swimming
3364,Salammah Al-Enazy,19.0,,,Football
3365,Thamer Al-Enazy,22.0,,,Football
3366,Talal Al-Enezi,22.0,180.0,94.0,Judo
3367,Basma Al-Eshosh,26.0,172.0,65.0,Athletics
3368,Khalid Ahmed Al-Estashi,18.0,155.0,65.0,Athletics
3369,Abdulrahman Al-Faihan,30.0,,,Shooting
3370,Mouteb Al-Faouri,24.0,178.0,70.0,Athletics
3371,Mouteb Al-Faouri,24.0,178.0,70.0,Athletics
3372,Mohamed Al-Fararjeh,22.0,175.0,77.0,Taekwondo
3373,Fahad Abdulrahman Al-Farhan,21.0,168.0,68.0,Judo
3374,Fahad Abdulrahman Al-Farhan,25.0,168.0,68.0,Judo
3375,Bahaa Al-Farra,21.0,175.0,65.0,Athletics
3376,Bashir Ali Al-Fellah,,180.0,60.0,Athletics
3377,Sara Abdulrahman Al-Flaij,16.0,170.0,72.0,Swimming
3378,Bader Aman Abdul Rahman Al-Fulaij,23.0,168.0,52.0,Athletics
3379,Abdulsalam Al-Gadabi,30.0,,,Swimming
3380,Mostafa Muhammad Hisham Muhammad Salah Abdulhamid Al-Gamel,23.0,191.0,96.0,Athletics
3381,Nabil Mohammed Al-Garbi,18.0,175.0,65.0,Athletics
3382,Abdullah Al-Garni,19.0,,,Football
3383,Mohamad Al-Garni,20.0,179.0,55.0,Athletics
3384,Rakia Al-Gassra,21.0,170.0,65.0,Athletics
3385,Rakia Al-Gassra,25.0,170.0,65.0,Athletics
3386,Fahad Al-Geaid,32.0,170.0,70.0,Equestrianism
3387,Abdul Raab Al-Ghadi,21.0,170.0,65.0,Athletics
3388,Ali Saleh Al-Ghadi,31.0,160.0,54.0,Athletics
3389,Ali Saleh Al-Ghadi,31.0,160.0,54.0,Athletics
3390,Ali Sultan Al-Ghafiri,,153.0,65.0,Shooting
3391,Adel Al-Ghaith,,178.0,72.0,Swimming
3392,Tareq Al-Ghareeb,23.0,182.0,95.0,Judo
3393,Ali Sulaiman Al-Ghazawi,,,,Cycling
3394,Abdullah Al-Ghrbi,23.0,167.0,72.0,Wrestling
3395,Dukhail Al-Habashi,20.0,,,Table Tennis
3396,Sultan Abdulmajeed E. Al-Habshi,25.0,190.0,92.0,Athletics
3397,Mohammed bin Naseeb Al-Habsi,16.0,180.0,60.0,Swimming
3398,Shinoona Salah Al-Habsi,19.0,162.0,60.0,Athletics
3399,Sulaiman Juma Obaid Al-Habsi,18.0,165.0,60.0,Athletics
3400,Sulaiman Juma Obaid Al-Habsi,18.0,165.0,60.0,Athletics
3401,Mu'ayed Al-Haddad,20.0,165.0,57.0,Football
3402,Ali Al-Hadiyah,22.0,,,Football
3403,Ahmad Al-Hahdoud,,,,Swimming
3404,Ahmad Al-Hahdoud,,,,Swimming
3405,Bahya Mansour Al-Hamad,20.0,166.0,69.0,Shooting
3406,Bahya Mansour Al-Hamad,20.0,166.0,69.0,Shooting
3407,Mansour Soud Al-Hamad,17.0,,,Archery
3408,Khalid Issa A. H. Al-Hamadi,20.0,171.0,57.0,Fencing
3409,Ibrahim M. Al-Hamaidi,18.0,177.0,68.0,Athletics
3410,Mohamed Al-Hamar,17.0,175.0,70.0,Fencing
3411,Mohamed Al-Hamar,17.0,175.0,70.0,Fencing
3412,Mohamed Al-Hamar,20.0,175.0,70.0,Fencing
3413,Hussain Jamaan Al-Hamdah,29.0,,,Athletics
3414,Yousuf Al-Hammad,20.0,180.0,86.0,Judo
3415,Yousuf Al-Hammad,24.0,180.0,86.0,Judo
3416,Hamad A. Al-Hammadi,20.0,169.0,68.0,Table Tennis
3417,Hamad A. Al-Hammadi,24.0,169.0,68.0,Table Tennis
3418,Ismail Salem Al-Hammadi,24.0,173.0,68.0,Football
3419,Khalil Ahmed Al-Hanahneh,24.0,171.0,70.0,Athletics
3420,Khalil Ahmed Al-Hanahneh,28.0,171.0,70.0,Athletics
3421,Anwar Al-Harazi,15.0,170.0,69.0,Athletics
3422,Nashwan Haidar Al-Harazi,21.0,162.0,54.0,Gymnastics
3423,Nashwan Haidar Al-Harazi,21.0,162.0,54.0,Gymnastics
3424,Nashwan Haidar Al-Harazi,21.0,162.0,54.0,Gymnastics
3425,Nashwan Haidar Al-Harazi,21.0,162.0,54.0,Gymnastics
3426,Abbas Al-Harbi,28.0,,,Handball
3427,Ibrahim Al-Harbi,21.0,177.0,70.0,Football
3428,Khalid Al-Harbi,29.0,175.0,73.0,Table Tennis
3429,Mishal Sayed Al-Harbi,25.0,178.0,72.0,Athletics
3430,Dalal Masfir Al-Harith,16.0,160.0,55.0,Athletics
3431,Handhal Mohamed Al-Harithy,,167.0,67.0,Boxing
3432,Faisal Al-Harshani,22.0,167.0,65.0,Fencing
3433,Barakat Mubarak Al-Harthi,24.0,173.0,67.0,Athletics
3434,Barakat Mubarak Al-Harthi,28.0,173.0,67.0,Athletics
3435,Khuwaled Al-Harthi,,166.0,68.0,Shooting
3436,Matar Al-Harthi,,150.0,63.0,Shooting
3437,Abdul Rashid Al-Hasan,25.0,170.0,63.0,Hockey
3438,Ali Al-Hasan,23.0,,,Diving
3439,Ibrahim Al-Hasan,21.0,179.0,73.0,Table Tennis
3440,Ibrahim Al-Hasan,25.0,179.0,73.0,Table Tennis
3441,Sami Muhammad Jassim Al-Hashash,20.0,182.0,75.0,Football
3442,Mohamed Amour Salah Al-Hashimi,19.0,170.0,60.0,Athletics
3443,Mohamed Amour Salah Al-Hashimi,19.0,170.0,60.0,Athletics
3444,Mahmoud Awad Sress Al-Hasini,25.0,185.0,67.0,Athletics
3445,Mahmoud Awad Sress Al-Hasini,25.0,185.0,67.0,Athletics
3446,Ahmed bin Saalim Al-Hatmi,27.0,170.0,70.0,Shooting
3447,Mariam Mohamed Hadj Al-Hilli,16.0,,45.0,Athletics
3448,Nadia Rashad Al-Hindi,20.0,,,Table Tennis
3449,Khalifa Al-Hitmi,36.0,,,Sailing
3450,Mohamed Abdullah Salim Al-Houti,23.0,172.0,69.0,Athletics
3451,Mohamed Abdullah Salim Al-Houti,28.0,172.0,69.0,Athletics
3452,Mohamed Abdullah Salim Al-Houti,28.0,172.0,69.0,Athletics
3453,Saed Muhammad Al-Houti,26.0,140.0,56.0,Football
3454,Nawaf Al-Humaidan,19.0,163.0,55.0,Football
3455,Salah Al-Humaidi,17.0,,,Judo
3456,Mohamed Othman Al-Hussein,24.0,171.0,70.0,Football
3457,Abdullah Salim Saif Al-Hussini,,163.0,65.0,Shooting
3458,Jasem Al-Huwaidi,19.0,,,Football
3459,Ayser Al-Hyari,25.0,175.0,75.0,Shooting
3460,Ibrahim Al-Idokht,24.0,,,Table Tennis
3461,Ahmed H. Al-Imam,18.0,178.0,68.0,Athletics
3462,Abdullah Al-Izani,27.0,,,Wrestling
3463,Adel Mohamed Al-Jabrin,20.0,170.0,64.0,Archery
3464,Ali Saleh Al-Jadani,23.0,180.0,85.0,Athletics
3465,Mohamed Al-Jahani,20.0,175.0,65.0,Football
3466,Mohamed Al-Jalai,19.0,,,Judo
3467,Nazzar Al-Jamali,,178.0,68.0,Athletics
3468,Nazzar Al-Jamali,,178.0,68.0,Athletics
3469,Zaher Salim Al-Jamudi,,165.0,75.0,Shooting
3470,Obaid Ahmed Obaid Al-Jasmi,23.0,178.0,71.0,Swimming
3471,Obaid Ahmed Obaid Al-Jasmi,26.0,178.0,71.0,Swimming
3472,Rashid Ismail Al-Jirbi,,171.0,61.0,Athletics
3473,Rashid Ismail Al-Jirbi,,171.0,61.0,Athletics
3474,Abdullah Abdulaziz Al-Joud,37.0,178.0,60.0,Athletics
3475,Mansour Farhan Al-Juaid,24.0,175.0,62.0,Athletics
3476,Mansour Farhan Al-Juaid,24.0,175.0,62.0,Athletics
3477,Khaled Al-Kaabi,31.0,168.0,85.0,Shooting
3478,Mohamed Al-Kaabi,30.0,170.0,64.0,Sailing
3479,Abdel Rahman Al-Kaaki,18.0,182.0,72.0,Swimming
3480,Mohamed Ayed Al-Kafraini,25.0,173.0,65.0,Athletics
3481,Adel Al-Kahham,23.0,,,Handball
3482,Mohamed Al-Kaledi,21.0,,,Football
3483,Hamdan Ismail Muhammad Al-Kamali,23.0,183.0,74.0,Football
3484,Esam Al-Kandari,29.0,176.0,64.0,Football
3485,Ismail Al-Karaghouli,25.0,160.0,63.0,Wrestling
3486,Ismail Al-Karaghouli,25.0,160.0,63.0,Wrestling
3487,Said Al-Hussain Al-Karbi,,171.0,60.0,Shooting
3488,Khalid Al-Karkhi,20.0,165.0,63.0,Boxing
3489,Khalid Al-Karkhi,24.0,165.0,63.0,Boxing
3490,Obada Al-Kasbeh,22.0,166.0,64.0,Boxing
3491,Mohammed Riyadh Al-Khafaji,22.0,181.0,75.0,Rowing
3492,Hajar Saeed Saad Sowaid Al-Khaldi,21.0,160.0,45.0,Athletics
3493,Abdullah Salem Al-Khalidi,30.0,170.0,66.0,Athletics
3494,Abdullah Salem Al-Khalidi,30.0,170.0,66.0,Athletics
3495,Abdullah Salem Al-Khalidi,30.0,170.0,66.0,Athletics
3496,Abdullah Salem Al-Khalidi,34.0,170.0,66.0,Athletics
3497,Khaled Salman Al-Khalidi,27.0,195.0,110.0,Athletics
3498,Khaled Salman Al-Khalidi,27.0,195.0,110.0,Athletics
3499,Khaled Salman Al-Khalidi,31.0,195.0,110.0,Athletics
3500,Ali Al-Khalifa,,175.0,65.0,Shooting
3501,Ali Al-Khalifa,,175.0,65.0,Shooting
3502,Salman Al-Khalifa,,167.0,65.0,Shooting
