,Name,Age,Height,Weight,Sport
1118,Alain Acart,21.0,175.0,67.0,Canoeing
1119,Alain Acart,25.0,175.0,67.0,Canoeing
1120,Andreea Roxana Acatrinei,16.0,150.0,40.0,Gymnastics
1121,Andreea Roxana Acatrinei,16.0,150.0,40.0,Gymnastics
1122,Andreea Roxana Acatrinei,16.0,150.0,40.0,Gymnastics
1123,Andreea Roxana Acatrinei,16.0,150.0,40.0,Gymnastics
1124,Jacques Accambray,22.0,194.0,125.0,Athletics
1125,Jacques Accambray,26.0,194.0,125.0,Athletics
1126,William Accambray,24.0,194.0,104.0,Handball
1127,Anna Accensi Abella,26.0,,,Rowing
1128,Ezio Acchini,26.0,,,Rowing
1129,Mario Acchini,33.0,,,Rowing
1130,Martina Accola,24.0,170.0,62.0,Alpine Skiing
1131,Martina Accola,28.0,170.0,62.0,Alpine Skiing
1132,Paul Accola,20.0,176.0,82.0,Alpine Skiing
1133,Paul Accola,20.0,176.0,82.0,Alpine Skiing
1134,Paul Accola,24.0,176.0,82.0,Alpine Skiing
1135,Paul Accola,24.0,176.0,82.0,Alpine Skiing
1136,Paul Accola,24.0,176.0,82.0,Alpine Skiing
1137,Paul Accola,24.0,176.0,82.0,Alpine Skiing
1138,Paul Accola,24.0,176.0,82.0,Alpine Skiing
1139,Paul Accola,26.0,176.0,82.0,Alpine Skiing
1140,Paul Accola,26.0,176.0,82.0,Alpine Skiing
1141,Paul Accola,26.0,176.0,82.0,Alpine Skiing
1142,Paul Accola,26.0,176.0,82.0,Alpine Skiing
1143,Paul Accola,30.0,176.0,82.0,Alpine Skiing
1144,Paul Accola,30.0,176.0,82.0,Alpine Skiing
1145,Paul Accola,30.0,176.0,82.0,Alpine Skiing
1146,Paul Accola,30.0,176.0,82.0,Alpine Skiing
1147,Paul Accola,34.0,176.0,82.0,Alpine Skiing
1148,Paul Accola,34.0,176.0,82.0,Alpine Skiing
1149,Alfredo Accorsi,27.0,,,Gymnastics
1150,Enrique Accorsi Teuthorn,31.0,,,Fencing
1151,Enrique Accorsi Teuthorn,31.0,,,Fencing
1152,Eusebio Acea Colarte,31.0,190.0,95.0,Rowing
1153,Raidel Acea Morales,21.0,,,Athletics
1154,Domingo Gmez-Acedo Villanueva,21.0,,,Football
1155,Carmen Acedo Jorge,17.0,,,Rhythmic Gymnastics
1156,Jos Aceituno,23.0,167.0,58.0,Athletics
1157,Ervin S. Acel,39.0,,,Fencing
1158,Marco Acerbi,23.0,190.0,74.0,Athletics
1159,Claudia Acerenza Marez,22.0,160.0,55.0,Athletics
1160,Claudia Acerenza Marez,22.0,160.0,55.0,Athletics
1161,Elmer ngel Acevedo,19.0,,,Football
1162,Anibl Santiago Acevedo,21.0,176.0,67.0,Boxing
1163,Eyne Acevedo Tabares,22.0,,67.0,Weightlifting
1164,Fabio Acevedo,22.0,171.0,70.0,Cycling
1165,Fabio Acevedo,22.0,171.0,70.0,Cycling
1166,Fernando Acevedo Portugues,22.0,175.0,65.0,Athletics
1167,Fernando Acevedo Portugues,26.0,175.0,65.0,Athletics
1168,Javier Carlos Acevedo,18.0,182.0,68.0,Swimming
1169,Javier Carlos Acevedo,18.0,182.0,68.0,Swimming
1170,Jos Eduardo Acevedo Herrera,22.0,179.0,65.0,Athletics
1171,Nicole Jocelin Acevedo Tangarife,21.0,166.0,70.0,Rugby Sevens
1172,Sharon Evelin Acevedo Tangarife,23.0,170.0,61.0,Rugby Sevens
1173,Daniel Aceves Villagrn,19.0,158.0,52.0,Wrestling
1174,Roberto Aceves Villagrn,22.0,165.0,64.0,Wrestling
1175,David Laurence Acfield,21.0,178.0,73.0,Fencing
1176,David Laurence Acfield,25.0,178.0,73.0,Fencing
1177,Mohamed Ali Acha-Cheloi,25.0,165.0,68.0,Cycling
1178,Jaouad Achab,23.0,175.0,64.0,Taekwondo
1179,Mustapha Achab,22.0,,,Football
1180,Karem Faride Achach Ramrez,25.0,169.0,60.0,Synchronized Swimming
1181,Emilio Achacoso,28.0,178.0,78.0,Basketball
1182,Loreto Achaerandio Snchez-Marn,20.0,164.0,50.0,Rhythmic Gymnastics
1183,Sharath Kamal Achanta,22.0,186.0,85.0,Table Tennis
1184,Sharath Kamal Achanta,26.0,186.0,85.0,Table Tennis
1185,Sharath Kamal Achanta,34.0,186.0,85.0,Table Tennis
1186,Kieron Robert Achara,29.0,208.0,110.0,Basketball
1187,Gilbert Achard-Picard,29.0,,,Bobsleigh
1188,Aziz Acharki,28.0,180.0,68.0,Taekwondo
1189,"Benjamin ""Ben"" Acheampong",25.0,161.0,62.0,Football
1190,Gemma Acheampong,23.0,163.0,54.0,Athletics
1191,Joachim Yaw Acheampong,18.0,181.0,73.0,Football
1192,Alfred Achermann,24.0,176.0,75.0,Cycling
1193,Ghassan Achi,16.0,168.0,60.0,Alpine Skiing
1194,Ghassan Achi,16.0,168.0,60.0,Alpine Skiing
1195,Wilson Achia,25.0,167.0,52.0,Athletics
1196,Abdel Hak Achik,29.0,165.0,54.0,Boxing
1197,Mohamed Abdelhak Achik,23.0,174.0,57.0,Boxing
1198,Mohamed Abdelhak Achik,27.0,174.0,57.0,Boxing
1199,Mohamed Abdelhak Achik,31.0,174.0,57.0,Boxing
1200,"Onochie Lawrence ""Larry"" Achike",25.0,188.0,75.0,Athletics
1201,"Onochie Lawrence ""Larry"" Achike",33.0,188.0,75.0,Athletics
1202,Gaston Achille,,,,Fencing
1203,Georges Achille-Fould,55.0,,,Art Competitions
1204,"Jacob Hendrik ""Jack"" Achilles",41.0,182.0,98.0,Shooting
1205,"Jacob Hendrik ""Jack"" Achilles",41.0,182.0,98.0,Shooting
1206,Ioan Valeriu Achiriloaie,23.0,183.0,87.0,Alpine Skiing
1207,Ioan Valeriu Achiriloaie,23.0,183.0,87.0,Alpine Skiing
1208,Rita Nikolayevna Achkina,25.0,168.0,63.0,Cross Country Skiing
1209,Rita Nikolayevna Achkina,30.0,168.0,63.0,Cross Country Skiing
1210,Rita Nikolayevna Achkina,30.0,168.0,63.0,Cross Country Skiing
1211,Janet Achola,24.0,167.0,52.0,Athletics
1212,Julius Achon,19.0,168.0,55.0,Athletics
1213,Julius Achon,23.0,168.0,55.0,Athletics
1214,Natalie Chioma Achonwa,19.0,190.0,86.0,Basketball
1215,Natalie Chioma Achonwa,23.0,190.0,86.0,Basketball
1216,Ahmed Mohamed Achouche,28.0,191.0,110.0,Athletics
1217,Ahmed Mohamed Achouche,32.0,191.0,110.0,Athletics
1218,Dallal Merwa Achour,17.0,176.0,45.0,Volleyball
1219,Khaled Achour,20.0,177.0,82.0,Handball
1220,Haykel Al-Achouri,23.0,184.0,84.0,Wrestling
1221,Haykel Al-Achouri,27.0,184.0,84.0,Wrestling
1222,Said Achtar,23.0,,,Judo
1223,Roger Achten,28.0,171.0,62.0,Fencing
1224,Roger Achten,28.0,171.0,62.0,Fencing
1225,Roger Achten,32.0,171.0,62.0,Fencing
1226,Roger Achten,32.0,171.0,62.0,Fencing
1227,Chantal Achterberg,27.0,172.0,72.0,Rowing
1228,Chantal Achterberg,31.0,172.0,72.0,Rowing
1229,Assumpta Achuo-Bei,20.0,159.0,55.0,Athletics
1230,Assumpta Achuo-Bei,20.0,159.0,55.0,Athletics
1231,"James Dudley ""Jim"" Achurch",28.0,,,Athletics
1232,Gabriel Achy Assi,25.0,166.0,61.0,Boxing
1233,Oliver M. Acii,18.0,167.0,55.0,Athletics
1234,Oliver M. Acii,18.0,167.0,55.0,Athletics
1235,Ricardo Augusto Amaral Acioly,24.0,179.0,78.0,Tennis
1236,Charles Acke,,,,Fencing
1237,Fausto Alesio Acke (Padovini-),22.0,,,Gymnastics
1238,Paul Douglas Ackerley,27.0,179.0,68.0,Hockey
1239,"Charles Edwin ""Charley"" Ackerly",22.0,,,Wrestling
1240,"Nathaniel Leedom ""Nate"" Ackerman",26.0,173.0,74.0,Wrestling
1241,Georg Ackermann,24.0,191.0,75.0,Athletics
1242,Ronny Ackermann,20.0,184.0,69.0,Nordic Combined
1243,Ronny Ackermann,20.0,184.0,69.0,Nordic Combined
1244,Ronny Ackermann,24.0,184.0,69.0,Nordic Combined
1245,Ronny Ackermann,24.0,184.0,69.0,Nordic Combined
1246,Ronny Ackermann,24.0,184.0,69.0,Nordic Combined
1247,Ronny Ackermann,28.0,184.0,69.0,Nordic Combined
1248,Ronny Ackermann,28.0,184.0,69.0,Nordic Combined
1249,Ronny Ackermann,28.0,184.0,69.0,Nordic Combined
1250,"Marianne ""Marjan"" Ackermans-Thomas",26.0,180.0,70.0,Athletics
1251,Dsir Antoine Acket,27.0,,,Art Competitions
1252,Dsir Antoine Acket,27.0,,,Art Competitions
1253,Donat Acklin,22.0,190.0,99.0,Bobsleigh
1254,Donat Acklin,26.0,190.0,99.0,Bobsleigh
1255,Donat Acklin,26.0,190.0,99.0,Bobsleigh
1256,Donat Acklin,28.0,190.0,99.0,Bobsleigh
1257,Donat Acklin,28.0,190.0,99.0,Bobsleigh
1258,Guido Acklin,24.0,200.0,104.0,Bobsleigh
1259,Guido Acklin,28.0,200.0,104.0,Bobsleigh
1260,Guido Acklin,32.0,200.0,104.0,Bobsleigh
1261,Urban Acman,24.0,180.0,83.0,Athletics
1262,Alberto Enrique Acosta Palma,19.0,,,Diving
1263,Alberto Enrique Acosta Palma,23.0,,,Diving
1264,Asuncin Acosta Galano,18.0,169.0,52.0,Athletics
1265,Asuncin Acosta Galano,18.0,169.0,52.0,Athletics
1266,Bryan Josu Acosta Ramos,22.0,175.0,74.0,Football
1267,Carlos Acosta,28.0,,,Shooting
1268,Hctor H. Acosta,26.0,180.0,81.0,Cycling
1269,Hctor H. Acosta,30.0,180.0,81.0,Cycling
1270,Jos Eugenio Acosta,26.0,173.0,73.0,Equestrianism
1271,Jos Eugenio Acosta,26.0,173.0,73.0,Equestrianism
1272,Jos Eugenio Acosta,30.0,173.0,73.0,Equestrianism
1273,Jos Eugenio Acosta,30.0,173.0,73.0,Equestrianism
1274,Juan Acosta Umazabal,29.0,,,Athletics
1275,Julio Csar Acosta Gonzlez,29.0,160.0,62.0,Weightlifting
1276,Lautaro Germn Acosta,20.0,168.0,72.0,Football
1277,Leopoldo Acosta,22.0,185.0,61.0,Athletics
1278,Luis Angel Acosta,20.0,180.0,73.0,Swimming
1279,Luis Angel Acosta,20.0,180.0,73.0,Swimming
1280,Luz Mercedes Acosta Valdez,27.0,164.0,63.0,Weightlifting
1281,Luz Mercedes Acosta Valdez,31.0,164.0,63.0,Weightlifting
1282,Marcelo Alberto Acosta Jimnez,20.0,,,Swimming
1283,Marcelo Alberto Acosta Jimnez,20.0,,,Swimming
1284,Marcelo Alberto Acosta Jimnez,20.0,,,Swimming
1285,Mara Jos Acosta Acosta,24.0,172.0,69.0,Wrestling
1286,Mariano Acosta,22.0,,,Athletics
1287,Mariano Acosta,22.0,,,Athletics
1288,Osmay Acosta Duarte,23.0,188.0,91.0,Boxing
1289,Pedro Javier Acosta Snchez,20.0,188.0,78.0,Football
1290,Roslandy del Valle Acosta Alvarado,16.0,190.0,62.0,Volleyball
1291,Tanya Acosta,25.0,182.0,70.0,Volleyball
1292,Martn Ral Acosta y Lara Daz,23.0,,,Basketball
1293,Martn Ral Acosta y Lara Daz,27.0,,,Basketball
1294,George Wilson Acquaah,26.0,,,Athletics
1295,George Wilson Acquaah,26.0,,,Athletics
1296,Robert Acquafresca,20.0,184.0,70.0,Football
1297,Edward Acquah,29.0,188.0,82.0,Football
1298,Oliver Acquah,22.0,177.0,82.0,Football
1299,Oliver Acquah,26.0,177.0,82.0,Football
1300,"Samuel ""Sam"" Acquah",21.0,178.0,72.0,Football
1301,Ilona cs (-Zimmermann),16.0,,,Swimming
1302,Ilona cs (-Zimmermann),16.0,,,Swimming
1303,Otto Mnsted Acthon,30.0,,,Equestrianism
1304,Otto Mnsted Acthon,30.0,,,Equestrianism
1305,Otto Mnsted Acthon,34.0,,,Equestrianism
1306,Otto Mnsted Acthon,34.0,,,Equestrianism
1307,"Benjamin Maxwell ""Ben"" Acton",32.0,,,Ice Hockey
1308,Brigitte Acton (-Smith),20.0,168.0,63.0,Alpine Skiing
1309,Brigitte Acton (-Smith),20.0,168.0,63.0,Alpine Skiing
1310,Brigitte Acton (-Smith),20.0,168.0,63.0,Alpine Skiing
1311,Brigitte Acton (-Smith),24.0,168.0,63.0,Alpine Skiing
1312,"Amelia Lynn ""Amy"" Acuff (-Harvey)",21.0,188.0,66.0,Athletics
1313,"Amelia Lynn ""Amy"" Acuff (-Harvey)",25.0,188.0,66.0,Athletics
1314,"Amelia Lynn ""Amy"" Acuff (-Harvey)",29.0,188.0,66.0,Athletics
1315,"Amelia Lynn ""Amy"" Acuff (-Harvey)",33.0,188.0,66.0,Athletics
1316,"Amelia Lynn ""Amy"" Acuff (-Harvey)",37.0,188.0,66.0,Athletics
1317,Crox Ernesto Acua Rodrguez,18.0,192.0,89.0,Swimming
1318,Crox Ernesto Acua Rodrguez,22.0,192.0,89.0,Swimming
1319,Jorge Acua,24.0,173.0,50.0,Boxing
1320,"ngel ""Mudo"" Acua Lizana",29.0,,,Basketball
1321,Ricardo Acua,25.0,,,Judo
1322,Roberto Acua,25.0,208.0,109.0,Basketball
1323,Arslanbek Aylow,23.0,177.0,75.0,Boxing
1324,Jzsef Aczl (-Eisenhoffer),23.0,,,Football
1325,Kazimierz Piotr Adach,23.0,162.0,60.0,Boxing
1326,Goro Adachi,19.0,156.0,56.0,Ski Jumping
1327,Goro Adachi,23.0,156.0,56.0,Ski Jumping
1328,Kiyoshi Adachi,22.0,179.0,60.0,Athletics
1329,Mariko Adachi,29.0,162.0,51.0,Triathlon
1330,Miho Adachi,25.0,165.0,58.0,Canoeing
1331,Seiya Adachi,21.0,172.0,67.0,Water Polo
1332,Takumi Adachi,26.0,168.0,67.0,Wrestling
1333,Yumi Adachi,23.0,160.0,,Synchronized Swimming
1334,Yurie Adachi,28.0,156.0,51.0,Ice Hockey
1335,Craig Robert Adair,21.0,187.0,81.0,Cycling
1336,Craig Robert Adair,21.0,187.0,81.0,Cycling
1337,Ali Enver Adakan,23.0,186.0,100.0,Sailing
1338,Ali Enver Adakan,27.0,186.0,100.0,Sailing
1339,Adalberto Pereira da Silva,25.0,189.0,105.0,Handball
1340,Adam,,,,Fencing
1341,Adam,,,,Swimming
1342,Ahmed Adam,20.0,162.0,60.0,Swimming
1343,Constantin Adam,20.0,202.0,105.0,Rowing
1344,Gal Adam,22.0,190.0,80.0,Swimming
1345,"Gordon Belgum ""Gordy"" Adam",21.0,,,Rowing
1346,Herman Adam Negrete,23.0,180.0,71.0,Athletics
1347,Idrissa Adam,27.0,178.0,79.0,Athletics
1348,Jean-Paul Adam,15.0,,,Swimming
1349,Jean-Paul Adam,15.0,,,Swimming
1350,Jean-Paul Adam,15.0,,,Swimming
1351,Ji Adam,25.0,187.0,83.0,Modern Pentathlon
1352,Ji Adam,25.0,187.0,83.0,Modern Pentathlon
1353,Ji Adam,29.0,187.0,83.0,Fencing
1354,"Johannes ""Johann"" Adam",,,,Fencing
1355,"Johannes ""Johann"" Adam",,,,Fencing
1356,"Johannes ""Johann"" Adam",,,,Fencing
1357,"Johannes ""Johann"" Adam",,,,Fencing
1358,Joseph Adam,27.0,172.0,70.0,Athletics
1359,Leonie Adam,23.0,162.0,54.0,Trampolining
1360,Marcus Adam,24.0,182.0,82.0,Athletics
1361,Marcus Adam,24.0,182.0,82.0,Athletics
1362,Marcus Adam,24.0,182.0,82.0,Athletics
1363,Marcus Adam,33.0,182.0,82.0,Bobsleigh
1364,Marianne Adam,20.0,183.0,85.0,Athletics
1365,Marianne Adam,24.0,183.0,85.0,Athletics
1366,"Michael B. ""Mike"" Adam",24.0,175.0,95.0,Curling
1367,Moustafa Adam,19.0,173.0,71.0,Modern Pentathlon
1368,Moustafa Adam,19.0,173.0,71.0,Modern Pentathlon
1369,Moustafa Adam,23.0,173.0,71.0,Modern Pentathlon
1370,Moustafa Adam,23.0,173.0,71.0,Modern Pentathlon
1371,"Nicolas Dominique ""Nic"" Adam",30.0,,,Gymnastics
1372,"Nicolas Dominique ""Nic"" Adam",30.0,,,Gymnastics
1373,Otto Adam,26.0,,,Fencing
1374,Paul Adam,49.0,,,Art Competitions
1375,Pierre Louis Eugne Adam,24.0,,,Cycling
1376,Sndor dm,20.0,,,Water Polo
1377,Shuaib Adam,30.0,175.0,80.0,Shooting
1378,Shuaib Adam,35.0,175.0,80.0,Shooting
1379,Shuaib Adam,35.0,175.0,80.0,Shooting
1380,Shuaib Adam,38.0,175.0,80.0,Shooting
1381,Shuaib Adam,38.0,175.0,80.0,Shooting
1382,Tony Adam,18.0,169.0,61.0,Diving
1383,Ahmed Adam Salah,30.0,154.0,64.0,Athletics
1384,Samba Adama,32.0,175.0,82.0,Wrestling
1385,Samba Adama,32.0,175.0,82.0,Wrestling
1386,Stefan Adamczak,31.0,175.0,73.0,Athletics
1387,Matthias Adamczewski,30.0,187.0,77.0,Sailing
1388,Dariusz Adamczuk,22.0,179.0,78.0,Football
1389,Adam Eucharyst Adamczyk,21.0,173.0,80.0,Judo
1390,Adam Eucharyst Adamczyk,25.0,173.0,80.0,Judo
1391,Edward Adamczyk,26.0,190.0,83.0,Athletics
1392,Edward Adamczyk,26.0,190.0,83.0,Athletics
1393,Lubo Adamec,29.0,184.0,77.0,Shooting
1394,Lubo Adamec,33.0,184.0,77.0,Shooting
1395,Petr Adamec,20.0,187.0,87.0,Swimming
1396,Petr Adamec,20.0,187.0,87.0,Swimming
1397,Petr Adamec,20.0,187.0,87.0,Swimming
1398,Mara Teresa Adames,18.0,160.0,52.0,Diving
1399,Mara Teresa Adames,18.0,160.0,52.0,Diving
1400,Luigi Adami,47.0,,,Shooting
1401,Jina Adamikov-Pelcov,22.0,173.0,62.0,Biathlon
1402,Jina Adamikov-Pelcov,22.0,173.0,62.0,Biathlon
1403,Jina Adamikov-Pelcov,22.0,173.0,62.0,Biathlon
1404,Jina Adamikov-Pelcov,24.0,173.0,62.0,Biathlon
1405,Jina Adamikov-Pelcov,24.0,173.0,62.0,Biathlon
1406,Jina Adamikov-Pelcov,24.0,173.0,62.0,Biathlon
1407,Jina Adamikov-Pelcov,28.0,173.0,62.0,Biathlon
1408,Jina Adamikov-Pelcov,28.0,173.0,62.0,Biathlon
1409,Jina Adamikov-Pelcov,28.0,173.0,62.0,Biathlon
1410,Panagiotis Adamidis,18.0,,,Swimming
1411,Panagiotis Adamidis,18.0,,,Swimming
1412,Janusz Andrzej Adamiec,21.0,176.0,74.0,Ice Hockey
1413,Janusz Andrzej Adamiec,25.0,176.0,74.0,Ice Hockey
1414,Janusz Andrzej Adamiec,29.0,176.0,74.0,Ice Hockey
1415,Tomasz Adamiec,26.0,171.0,69.5,Judo
1416,Tomasz Adamiec,30.0,171.0,69.5,Judo
1417,"Sabine Heidrun Adamik (Picken-, -Bothe)",32.0,172.0,68.0,Handball
1418,Zoltn Adamik,23.0,175.0,71.0,Athletics
1419,Zoltn Adamik,23.0,175.0,71.0,Athletics
1420,Pirouz Adamiyat,23.0,190.0,80.0,Fencing
1421,Nafissatou Moussa Adamou,14.0,172.0,72.0,Swimming
1422,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1423,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1424,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1425,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1426,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1427,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1428,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1429,Georgi Mirchev Adamov,25.0,173.0,64.0,Gymnastics
1430,Georgi Mirchev Adamov,29.0,173.0,64.0,Gymnastics
1431,Georgi Mirchev Adamov,29.0,173.0,64.0,Gymnastics
