,Name,Age,Height,Weight,Sport
16163,Hermann Bauer,22.0,191.0,88.0,Rowing
16164,Hermann Bauer,26.0,191.0,88.0,Rowing
16165,Hermann Bauer,30.0,191.0,88.0,Rowing
16166,"Ingeborg ""Inge"" Bauer (Exner-)",28.0,176.0,66.0,Athletics
16167,"Hans Jacob ""Jack"" Bauer",27.0,190.0,80.0,Cycling
16168,"Hans Jacob ""Jack"" Bauer",27.0,190.0,80.0,Cycling
16169,John William Bauer,23.0,170.0,67.0,Cross Country Skiing
16170,John William Bauer,23.0,170.0,67.0,Cross Country Skiing
16171,John William Bauer,23.0,170.0,67.0,Cross Country Skiing
16172,John William Bauer,29.0,170.0,67.0,Cross Country Skiing
16173,John William Bauer,29.0,170.0,67.0,Cross Country Skiing
16174,John William Bauer,29.0,170.0,67.0,Cross Country Skiing
16175,John William Bauer,29.0,170.0,67.0,Cross Country Skiing
16176,John William Bauer,29.0,170.0,67.0,Cross Country Skiing
16177,John William Bauer,33.0,170.0,67.0,Cross Country Skiing
16178,John William Bauer,33.0,170.0,67.0,Cross Country Skiing
16179,John William Bauer,33.0,170.0,67.0,Cross Country Skiing
16180,John William Bauer,33.0,170.0,67.0,Cross Country Skiing
16181,Josef Bauer,,,,Art Competitions
16182,Julije Bauer,27.0,,,Athletics
16183,Karin Bauer,20.0,165.0,56.0,Shooting
16184,Karin Bauer,20.0,165.0,56.0,Shooting
16185,Klemen Bauer,20.0,183.0,72.0,Biathlon
16186,Klemen Bauer,20.0,183.0,72.0,Biathlon
16187,Klemen Bauer,20.0,183.0,72.0,Biathlon
16188,Klemen Bauer,24.0,183.0,72.0,Biathlon
16189,Klemen Bauer,24.0,183.0,72.0,Biathlon
16190,Klemen Bauer,24.0,183.0,72.0,Biathlon
16191,Klemen Bauer,24.0,183.0,72.0,Biathlon
16192,Klemen Bauer,24.0,183.0,72.0,Biathlon
16193,Klemen Bauer,28.0,183.0,72.0,Biathlon
16194,Klemen Bauer,28.0,183.0,72.0,Biathlon
16195,Klemen Bauer,28.0,183.0,72.0,Biathlon
16196,Klemen Bauer,28.0,183.0,72.0,Biathlon
16197,Leopold Bauer,63.0,,,Art Competitions
16198,Lisa Bauer,24.0,170.0,59.0,Hockey
16199,Luk Bauer,20.0,181.0,73.0,Cross Country Skiing
16200,Luk Bauer,20.0,181.0,73.0,Cross Country Skiing
16201,Luk Bauer,20.0,181.0,73.0,Cross Country Skiing
16202,Luk Bauer,20.0,181.0,73.0,Cross Country Skiing
16203,Luk Bauer,24.0,181.0,73.0,Cross Country Skiing
16204,Luk Bauer,24.0,181.0,73.0,Cross Country Skiing
16205,Luk Bauer,24.0,181.0,73.0,Cross Country Skiing
16206,Luk Bauer,24.0,181.0,73.0,Cross Country Skiing
16207,Luk Bauer,28.0,181.0,73.0,Cross Country Skiing
16208,Luk Bauer,28.0,181.0,73.0,Cross Country Skiing
16209,Luk Bauer,28.0,181.0,73.0,Cross Country Skiing
16210,Luk Bauer,28.0,181.0,73.0,Cross Country Skiing
16211,Luk Bauer,32.0,181.0,73.0,Cross Country Skiing
16212,Luk Bauer,32.0,181.0,73.0,Cross Country Skiing
16213,Luk Bauer,32.0,181.0,73.0,Cross Country Skiing
16214,Luk Bauer,32.0,181.0,73.0,Cross Country Skiing
16215,Luk Bauer,36.0,181.0,73.0,Cross Country Skiing
16216,Luk Bauer,36.0,181.0,73.0,Cross Country Skiing
16217,Luk Bauer,36.0,181.0,73.0,Cross Country Skiing
16218,Paul Friedrich Peter Bauer,35.0,,,Art Competitions
16219,Reinhold Bauer,21.0,186.0,94.0,Ice Hockey
16220,Robert Bauer,21.0,183.0,76.0,Football
16221,Rudolf (-Rezs) Bauer,21.0,,,Athletics
16222,Seth David Bauer,28.0,165.0,50.0,Rowing
16223,Simone Bauer,30.0,175.0,70.0,Fencing
16224,"Stephen Todd ""Steve"" Bauer",25.0,170.0,72.0,Cycling
16225,"Stephen Todd ""Steve"" Bauer",37.0,170.0,72.0,Cycling
16226,Sybil Lorina Bauer,20.0,,,Swimming
16227,Thophile Bauer,,,,Gymnastics
16228,Thomas Bauer,21.0,173.0,69.0,Short Track Speed Skating
16229,Tom Bauer,27.0,175.0,79.0,Diving
16230,Tom Bauer,27.0,175.0,79.0,Diving
16231,Veronika Elisabeth Bauer,22.0,165.0,62.0,Freestyle Skiing
16232,Veronika Elisabeth Bauer,26.0,165.0,62.0,Freestyle Skiing
16233,Veronika Elisabeth Bauer,30.0,165.0,62.0,Freestyle Skiing
16234,Viola Bauer,25.0,167.0,61.0,Cross Country Skiing
16235,Viola Bauer,25.0,167.0,61.0,Cross Country Skiing
16236,Viola Bauer,25.0,167.0,61.0,Cross Country Skiing
16237,Viola Bauer,25.0,167.0,61.0,Cross Country Skiing
16238,Viola Bauer,29.0,167.0,61.0,Cross Country Skiing
16239,Viola Bauer,29.0,167.0,61.0,Cross Country Skiing
16240,Viola Bauer,29.0,167.0,61.0,Cross Country Skiing
16241,Kim-Lars Bauermeister,25.0,170.0,56.0,Athletics
16242,Maritta Bauerschmidt (-Grieig),18.0,158.0,43.0,Gymnastics
16243,Maritta Bauerschmidt (-Grieig),18.0,158.0,43.0,Gymnastics
16244,Maritta Bauerschmidt (-Grieig),18.0,158.0,43.0,Gymnastics
16245,Maritta Bauerschmidt (-Grieig),18.0,158.0,43.0,Gymnastics
16246,Maritta Bauerschmidt (-Grieig),18.0,158.0,43.0,Gymnastics
16247,Maritta Bauerschmidt (-Grieig),18.0,158.0,43.0,Gymnastics
16248,"Wilhelm Bernd ""Willi"" Baues",23.0,182.0,79.0,Canoeing
16249,Grgory Benot Baug,23.0,181.0,100.0,Cycling
16250,Grgory Benot Baug,23.0,181.0,100.0,Cycling
16251,Grgory Benot Baug,27.0,181.0,100.0,Cycling
16252,Grgory Benot Baug,27.0,181.0,100.0,Cycling
16253,Grgory Benot Baug,31.0,181.0,100.0,Cycling
16254,Grgory Benot Baug,31.0,181.0,100.0,Cycling
16255,"Frederick ""Fred"" Baugh",,,74.0,Weightlifting
16256,"Hale Baugh, Jr.",23.0,,,Modern Pentathlon
16257,Richard Wayne Baughman,23.0,188.0,80.0,Wrestling
16258,Richard Wayne Baughman,27.0,188.0,80.0,Wrestling
16259,Richard Wayne Baughman,31.0,188.0,80.0,Wrestling
16260,Jean-Louis Baugnies,19.0,176.0,66.0,Cycling
16261,Pierre Baugniet,22.0,,,Figure Skating
16262,Crosbie Baulch,21.0,190.0,87.0,Canoeing
16263,"James Steven ""Jamie"" Baulch (Mills-)",23.0,173.0,71.0,Athletics
16264,"James Steven ""Jamie"" Baulch (Mills-)",27.0,173.0,71.0,Athletics
16265,"James Steven ""Jamie"" Baulch (Mills-)",27.0,173.0,71.0,Athletics
16266,Yury Nikolayevich Baulin,26.0,189.0,86.0,Ice Hockey
16267,Alfred Baum,20.0,176.0,70.0,Canoeing
16268,"Eric William ""Billy"" Baum",25.0,193.0,89.0,Basketball
16269,Dwight James Baum,50.0,,,Art Competitions
16270,Frank Baum,24.0,180.0,77.0,Football
16271,"Hermine ""Herma"" Bauma",21.0,161.0,68.0,Athletics
16272,"Hermine ""Herma"" Bauma",33.0,161.0,68.0,Athletics
16273,"Hermine ""Herma"" Bauma",37.0,161.0,68.0,Athletics
16274,Karlo Bauman,22.0,,,Sailing
16275,Karlo Bauman,38.0,,,Sailing
16276,Arnolds Baumanis,23.0,,,Wrestling
16277,Herberts Baumanis,23.0,,,Athletics
16278,Rudolfs Baumanis,26.0,,,Shooting
16279,Albert Baumann,,,,Shooting
16280,Alex Baumann,28.0,181.0,100.0,Bobsleigh
16281,Alex Baumann,28.0,181.0,100.0,Bobsleigh
16282,"Alexander ""Alex"" Baumann",20.0,189.0,80.0,Swimming
16283,"Alexander ""Alex"" Baumann",20.0,189.0,80.0,Swimming
16284,"Alexander ""Alex"" Baumann",20.0,189.0,80.0,Swimming
16285,"Alexander ""Alex"" Baumann",20.0,189.0,80.0,Swimming
16286,"Alexander ""Alex"" Baumann",20.0,189.0,80.0,Swimming
16287,Ashton Baumann,23.0,191.0,74.0,Swimming
16288,Christian Baumann,21.0,163.0,60.0,Gymnastics
16289,Christian Baumann,21.0,163.0,60.0,Gymnastics
16290,Christian Baumann,21.0,163.0,60.0,Gymnastics
16291,Christian Baumann,21.0,163.0,60.0,Gymnastics
16292,Christian Baumann,21.0,163.0,60.0,Gymnastics
16293,Dieter Baumann,23.0,178.0,62.0,Athletics
16294,Dieter Baumann,27.0,178.0,62.0,Athletics
16295,Dieter Baumann,31.0,178.0,62.0,Athletics
16296,Edgar Baumann Duran,26.0,178.0,85.0,Athletics
16297,douard Andr Baumann,25.0,,,Football
16298,douard Andr Baumann,29.0,,,Football
16299,"Eduard ""Edy"" Baumann",22.0,,,Cycling
16300,Georg Baumann,19.0,174.0,71.0,Wrestling
16301,Hannes Baumann,29.0,188.0,77.0,Sailing
16302,Hans Baumann,26.0,,,Nordic Combined
16303,Hans Baumann,26.0,,,Cross Country Skiing
16304,Hans Baumann,31.0,,,Modern Pentathlon
16305,Hans Baumann,35.0,180.0,89.0,Bobsleigh
16306,Helmuth Baumann,28.0,181.0,98.0,Athletics
16307,Henri Baumann,20.0,,,Basketball
16308,Henri Baumann,24.0,,,Basketball
16309,Hermann Baumann,27.0,,,Wrestling
16310,Jackie Baumann,20.0,173.0,58.0,Athletics
16311,Jasmin Baumann (-Nunige),20.0,162.0,49.0,Cross Country Skiing
16312,Jasmin Baumann (-Nunige),20.0,162.0,49.0,Cross Country Skiing
16313,Jean Baumann,38.0,169.0,75.0,Shooting
16314,Jean Baumann,42.0,169.0,75.0,Shooting
16315,Jonas Baumann,23.0,175.0,71.0,Cross Country Skiing
16316,Jonas Baumann,23.0,175.0,71.0,Cross Country Skiing
16317,Jonas Baumann,23.0,175.0,71.0,Cross Country Skiing
16318,Kurt Baumann,27.0,186.0,82.0,Rowing
16319,Matthias Andreas Baumann,25.0,176.0,69.0,Equestrianism
16320,Matthias Andreas Baumann,25.0,176.0,69.0,Equestrianism
16321,Matthias Andreas Baumann,29.0,176.0,69.0,Equestrianism
16322,Matthias Andreas Baumann,29.0,176.0,69.0,Equestrianism
16323,Pawe Zbigniew Baumann,21.0,182.0,85.0,Canoeing
16324,Pawe Zbigniew Baumann,25.0,182.0,85.0,Canoeing
16325,Romed Baumann,24.0,184.0,91.0,Alpine Skiing
16326,Romed Baumann,24.0,184.0,91.0,Alpine Skiing
16327,Romed Baumann,28.0,184.0,91.0,Alpine Skiing
16328,Wilhelm Baumann,23.0,,,Handball
16329,Maren Baumbach,27.0,170.0,60.0,Handball
16330,Alphonse Baume,26.0,170.0,68.0,Cross Country Skiing
16331,Alphonse Baume,26.0,170.0,68.0,Cross Country Skiing
16332,Alphonse Baume,26.0,170.0,68.0,Cross Country Skiing
16333,Alphonse Baume,30.0,170.0,68.0,Cross Country Skiing
16334,Alphonse Baume,30.0,170.0,68.0,Cross Country Skiing
16335,Anne Sofie Holm Baumeister (Jrgensen-),28.0,168.0,54.0,Athletics
16336,Stefan Baumeister,20.0,173.0,72.0,Snowboarding
16337,Stefan Baumeister,20.0,173.0,72.0,Snowboarding
16338,"Geertruida Christina (Gertrude-) ""Truus"" Baumeister",20.0,,,Swimming
16339,"Geertruida Christina (Gertrude-) ""Truus"" Baumeister",20.0,,,Swimming
16340,"Friedrich Wilhelm ""Willi"" Baumeister",39.0,,,Art Competitions
16341,"Friedrich Wilhelm ""Willi"" Baumeister",39.0,,,Art Competitions
16342,"Friedrich Wilhelm ""Willi"" Baumeister",43.0,,,Art Competitions
16343,Eleanore Bumel,17.0,,,Figure Skating
16344,Daniela Baumer (-Tenger),24.0,168.0,65.0,Canoeing
16345,Daniela Baumer (-Tenger),24.0,168.0,65.0,Canoeing
16346,Lewis Christopher Edward Baumer,57.0,,,Art Competitions
16347,Lewis Christopher Edward Baumer,57.0,,,Art Competitions
16348,Lewis Christopher Edward Baumer,57.0,,,Art Competitions
16349,Lewis Christopher Edward Baumer,61.0,,,Art Competitions
16350,Lewis Christopher Edward Baumer,61.0,,,Art Competitions
16351,Lewis Christopher Edward Baumer,61.0,,,Art Competitions
16352,Lewis Christopher Edward Baumer,61.0,,,Art Competitions
16353,Lewis Christopher Edward Baumer,61.0,,,Art Competitions
16354,Lewis Christopher Edward Baumer,61.0,,,Art Competitions
16355,"Suzanne Carol ""Susie"" Baumer (-Ford)",18.0,168.0,60.0,Swimming
16356,"Suzanne Carol ""Susie"" Baumer (-Ford)",18.0,168.0,60.0,Swimming
16357,"Suzanne Carol ""Susie"" Baumer (-Ford)",22.0,168.0,60.0,Swimming
16358,"Suzanne Carol ""Susie"" Baumer (-Ford)",22.0,168.0,60.0,Swimming
16359,Jean Jacques Baumert,21.0,180.0,84.0,Wrestling
16360,Bernd Baumgart,21.0,190.0,84.0,Rowing
16361,Iga Baumgart,23.0,178.0,58.0,Athletics
16362,Iga Baumgart,27.0,178.0,58.0,Athletics
16363,Wolfgang Baumgart,18.0,186.0,77.0,Hockey
16364,Wolfgang Baumgart,22.0,186.0,77.0,Hockey
16365,Alexander Baumgrtel,21.0,188.0,82.0,Speed Skating
16366,Alexander Baumgrtel,25.0,188.0,82.0,Speed Skating
16367,Alexander Baumgrtel,25.0,188.0,82.0,Speed Skating
16368,"Adolf ""Addi"" Baumgarten",21.0,,,Boxing
16369,Frank Baumgartl,21.0,176.0,61.0,Athletics
16370,Alexej Baumgrtner,25.0,182.0,83.0,Speed Skating
16371,Alexej Baumgrtner,25.0,182.0,83.0,Speed Skating
16372,Armin Baumgartner,29.0,189.0,88.0,Bobsleigh
16373,August Baumgartner,,,,Shooting
16374,August Baumgartner,,,,Shooting
16375,Bruce Robert Baumgartner,23.0,188.0,130.0,Wrestling
16376,Bruce Robert Baumgartner,27.0,188.0,130.0,Wrestling
16377,Bruce Robert Baumgartner,31.0,188.0,130.0,Wrestling
16378,Bruce Robert Baumgartner,35.0,188.0,130.0,Wrestling
16379,Hans-Peter Baumgartner,23.0,190.0,71.0,Athletics
16380,Hans-Peter Baumgartner,27.0,190.0,71.0,Athletics
16381,Johannes Baumgartner,24.0,,,Athletics
16382,Kurt Baumgartner,25.0,175.0,81.0,Boxing
16383,Marc Baumgartner,25.0,199.0,98.0,Handball
16384,"Floyd Joseph ""Mike"" Baumgartner",41.0,177.0,93.0,Bobsleigh
16385,Nick Baumgartner,28.0,183.0,91.0,Snowboarding
16386,Nick Baumgartner,32.0,183.0,91.0,Snowboarding
16387,Albert Artur Bumle,29.0,181.0,85.0,Athletics
16388,Hans-Jrgen Bumler,18.0,176.0,74.0,Figure Skating
16389,Hans-Jrgen Bumler,21.0,176.0,74.0,Figure Skating
16390,Henri Baumler,,,,Cycling
16391,Simona Baumrtov,20.0,176.0,68.0,Swimming
16392,Simona Baumrtov,20.0,176.0,68.0,Swimming
16393,Simona Baumrtov,24.0,176.0,68.0,Swimming
16394,Simona Baumrtov,24.0,176.0,68.0,Swimming
16395,Simona Baumrtov,24.0,176.0,68.0,Swimming
16396,Simona Baumrtov,24.0,176.0,68.0,Swimming
16397,Ji Baumruk,22.0,186.0,84.0,Basketball
16398,Ji Baumruk,30.0,186.0,84.0,Basketball
16399,Miroslav Baumruk,26.0,,,Basketball
16400,Petr Baumruk,26.0,194.0,92.0,Handball
16401,Petr Baumruk,29.0,194.0,92.0,Handball
16402,Niels Werner Baunse,21.0,172.0,64.0,Cycling
16403,Friedrich Baur,,,,Art Competitions
16404,Friedrich Baur,,,,Art Competitions
16405,Friedrich Baur,,,,Art Competitions
16406,Friedrich Baur,,,,Art Competitions
16407,Friedrich Baur,,,,Art Competitions
16408,Friedrich Baur,,,,Art Competitions
16409,Friedrich Baur,,,,Art Competitions
16410,Henri Baur,33.0,,,Tug-Of-War
16411,Henri Baur,33.0,,,Wrestling
16412,Henri Baur,33.0,,,Athletics
16413,Henri Baur,33.0,,,Athletics
16414,Marcus Baur,29.0,182.0,75.0,Sailing
16415,Marcus Baur,33.0,182.0,75.0,Sailing
16416,Markus Baur,25.0,190.0,88.0,Handball
16417,Markus Baur,29.0,190.0,88.0,Handball
16418,Markus Baur,33.0,190.0,88.0,Handball
16419,Michel Baur,,,,Bobsleigh
16420,P. Baur,,,,Rowing
16421,Otto Burle,25.0,183.0,78.0,Athletics
16422,Otto Burle,25.0,183.0,78.0,Athletics
16423,Tommy Bauro,23.0,180.0,80.0,Boxing
16424,Holger Bauroth,23.0,184.0,74.0,Cross Country Skiing
16425,Holger Bauroth,23.0,184.0,74.0,Cross Country Skiing
16426,Holger Bauroth,23.0,184.0,74.0,Cross Country Skiing
16427,Holger Bauroth,27.0,184.0,74.0,Cross Country Skiing
16428,Holger Bauroth,27.0,184.0,74.0,Cross Country Skiing
16429,Holger Bauroth,27.0,184.0,74.0,Cross Country Skiing
16430,Kurt Richard Bausback,28.0,195.0,90.0,Rowing
16431,"Dorothy Lee ""Dotsie"" Bausch (Cowden-)",39.0,175.0,59.0,Cycling
16432,tienne Bausch,22.0,,,Football
16433,"James Aloysius Bernard ""Jim"" Bausch",26.0,188.0,95.0,Athletics
16434,Otto Thomas Bauscher,25.0,,,Gymnastics
16435,Otto Thomas Bauscher,25.0,,,Gymnastics
16436,Otto Thomas Bauscher,27.0,,,Gymnastics
16437,"Ingeborg ""Inge"" Bausenwein (Wolf-, Plank-)",31.0,,,Athletics
16438,Olivier Bausset,26.0,180.0,69.0,Sailing
16439,Nereida Gloria Bauta Soles,18.0,154.0,50.0,Gymnastics
16440,Nereida Gloria Bauta Soles,18.0,154.0,50.0,Gymnastics
