,Name,Age,Height,Weight,Sport
10634,"Gillian ""Jill"" Atkins",29.0,165.0,65.0,Hockey
10635,"Gillian ""Jill"" Atkins",33.0,165.0,65.0,Hockey
10636,"Edna Roxanne ""Roxy"" Atkins (Smith-, -Campbell, -Andersen)",24.0,160.0,,Athletics
10637,Alia Shanee Atkinson,15.0,172.0,71.0,Swimming
10638,Alia Shanee Atkinson,15.0,172.0,71.0,Swimming
10639,Alia Shanee Atkinson,19.0,172.0,71.0,Swimming
10640,Alia Shanee Atkinson,23.0,172.0,71.0,Swimming
10641,Alia Shanee Atkinson,23.0,172.0,71.0,Swimming
10642,Alia Shanee Atkinson,23.0,172.0,71.0,Swimming
10643,Alia Shanee Atkinson,27.0,172.0,71.0,Swimming
10644,Amy Atkinson,22.0,165.0,55.0,Athletics
10645,Carlyle Atkinson,19.0,,,Swimming
10646,Courtney Atkinson,28.0,176.0,68.0,Triathlon
10647,Courtney Atkinson,32.0,176.0,68.0,Triathlon
10648,George Thomas Atkinson,,,,Football
10649,George H. Atkinson,,,,Motorboating
10650,Janelle Anya Monique Atkinson (-Wignall),17.0,168.0,66.0,Swimming
10651,Janelle Anya Monique Atkinson (-Wignall),17.0,168.0,66.0,Swimming
10652,Janelle Anya Monique Atkinson (-Wignall),21.0,168.0,66.0,Swimming
10653,Janelle Anya Monique Atkinson (-Wignall),21.0,168.0,66.0,Swimming
10654,"Jeffrey Patrick ""Jeff"" Atkinson",25.0,185.0,68.0,Athletics
10655,Jevon Atkinson,20.0,173.0,73.0,Swimming
10656,Jevon Atkinson,24.0,173.0,73.0,Swimming
10657,"James Neil ""Jim"" Atkinson",23.0,,,Bobsleigh
10658,Joanne Louise Atkinson,17.0,165.0,62.0,Swimming
10659,Joanne Louise Atkinson,17.0,165.0,62.0,Swimming
10660,John David Atkinson,20.0,184.0,71.0,Athletics
10661,Leigh Atkinson,22.0,184.0,77.0,Swimming
10662,Lorne Charles Atkinson,27.0,,,Cycling
10663,Lorne Charles Atkinson,27.0,,,Cycling
10664,Lorne Charles Atkinson,27.0,,,Cycling
10665,Lorne Charles Atkinson,27.0,,,Cycling
10666,"Sidney James Montford ""Sid"" Atkinson",23.0,186.0,76.0,Athletics
10667,"Sidney James Montford ""Sid"" Atkinson",27.0,186.0,76.0,Athletics
10668,"Sidney James Montford ""Sid"" Atkinson",27.0,186.0,76.0,Athletics
10669,Arnr Atlason,24.0,191.0,91.0,Handball
10670,Arnr Atlason,28.0,191.0,91.0,Handball
10671,John Cox Atlee,25.0,180.0,66.0,Athletics
10672,smet Atl,,173.0,,Wrestling
10673,smet Atl,,173.0,,Wrestling
10674,smet Atl,,173.0,,Wrestling
10675,smet Atl,,173.0,,Wrestling
10676,Mert Atl,23.0,191.0,70.0,Athletics
10677,Sleyman Atl,22.0,168.0,57.0,Wrestling
10678,Mohamed Atmani,23.0,171.0,66.0,Boxing
10679,Igor Stepanovich Atrokhov,48.0,175.0,70.0,Equestrianism
10680,"Anzhelika Petrovna ""Anzhela"" Atroshchenko (-Kinet)",21.0,176.0,58.0,Athletics
10681,"Anzhelika Petrovna ""Anzhela"" Atroshchenko (-Kinet)",25.0,176.0,58.0,Athletics
10682,"Anzhelika Petrovna ""Anzhela"" Atroshchenko (-Kinet)",25.0,176.0,58.0,Athletics
10683,"Anzhelika Petrovna ""Anzhela"" Atroshchenko (-Kinet)",33.0,176.0,58.0,Athletics
10684,Jen ts,20.0,,,Swimming
10685,Jen ts,20.0,,,Swimming
10686,Jen ts,20.0,,,Swimming
10687,Sayed Ali Atta,22.0,,,Hockey
10688,Safouane Attaf,24.0,178.0,81.0,Judo
10689,Safouane Attaf,28.0,178.0,81.0,Judo
10690,Daniel Attah,17.0,170.0,57.0,Boxing
10691,Mohammad Y. Attai,,,,Hockey
10692,Alain Pierre Attalah,19.0,188.0,88.0,Basketball
10693,Alain Pierre Attalah,23.0,188.0,88.0,Basketball
10694,David Attan,23.0,191.0,71.0,Boxing
10695,Antonio Attanasio,18.0,171.0,69.0,Swimming
10696,Antonio Attanasio,18.0,171.0,69.0,Swimming
10697,Sarah Amer Attar,19.0,165.0,52.0,Athletics
10698,Sarah Amer Attar,23.0,165.0,52.0,Athletics
10699,Mehdi Attar Ashrafi,27.0,168.0,75.0,Weightlifting
10700,Charlene Maria Attard,21.0,167.0,60.0,Athletics
10701,Teneal Attard,23.0,161.0,59.0,Hockey
10702,Teneal Attard,27.0,161.0,59.0,Hockey
10703,Ali Gkhan Attarolu,19.0,190.0,82.0,Swimming
10704,Ali Gkhan Attarolu,19.0,190.0,82.0,Swimming
10705,Ali Gkhan Attarolu,19.0,190.0,82.0,Swimming
10706,Ali Gkhan Attarolu,19.0,190.0,82.0,Swimming
10707,Ali Gkhan Attarolu,19.0,190.0,82.0,Swimming
10708,Ali Gkhan Attarolu,19.0,190.0,82.0,Swimming
10709,Ahmad Mohamed Attellesey,21.0,,,Swimming
10710,Loc Attely,26.0,178.0,84.0,Fencing
10711,Loc Attely,26.0,178.0,84.0,Fencing
10712,Charles Frederick Attenborough,22.0,,74.0,Weightlifting
10713,Charles Frederick Attenborough,26.0,,74.0,Weightlifting
10714,Alessandro Attene,23.0,183.0,75.0,Athletics
10715,"Robert Allan ""Bob"" Attersley",26.0,178.0,74.0,Ice Hockey
10716,Lennart Folke Alfons Atterwall (Ohlsson-),25.0,182.0,86.0,Athletics
10717,Caroline Attia,19.0,157.0,55.0,Alpine Skiing
10718,Caroline Attia,23.0,157.0,55.0,Alpine Skiing
10719,Raafat Helmi Attia,26.0,,,Football
10720,Raafat Helmi Attia,30.0,,,Football
10721,Philip Mawuli  Attipoe,21.0,173.0,68.0,Athletics
10722,Philip Mawuli  Attipoe,21.0,173.0,68.0,Athletics
10723,Saad Attiya Hafidh,17.0,182.0,73.0,Football
10724,Kim Attlesey,19.0,171.0,59.0,Athletics
10725,Francesco Attolico,29.0,193.0,85.0,Water Polo
10726,Francesco Attolico,33.0,193.0,85.0,Water Polo
10727,Francesco Attolico,37.0,193.0,85.0,Water Polo
10728,Winston Attong,25.0,162.0,68.0,Cycling
10729,Pier Nicola Attorese,22.0,180.0,75.0,Rowing
10730,Mohamed Attoumane,26.0,,,Swimming
10731,Manu Attri,23.0,172.0,73.0,Badminton
10732,Louis Mark Attrill,25.0,193.0,95.0,Rowing
10733,Peter Attrill,22.0,,,Sailing
10734,"William Dunbar ""Willie"" Attrill",,,,Cricket
10735,Cecil Jones Attuquayefio,23.0,173.0,66.0,Football
10736,Amjad Attwan Kadhim,19.0,180.0,72.0,Football
10737,Lesley Attwell,28.0,162.0,65.0,Softball
10738,Paul Jason Attwood,28.0,180.0,97.0,Bobsleigh
10739,Paul Jason Attwood,32.0,180.0,97.0,Bobsleigh
10740,Aly Atty,24.0,,,Judo
10741,Aly Atty,28.0,,,Judo
10742,Aloysius Atuegbu,27.0,165.0,,Football
10743,Joe Atuhaire,22.0,168.0,66.0,Swimming
10744,James A. Atuti,30.0,188.0,80.0,Athletics
10745,Shane Atwell,18.0,,,Sailing
10746,Duncan Fuller MacTavish Atwood,28.0,186.0,98.0,Athletics
10747,"Susanne Jean ""Susie"" Atwood",15.0,170.0,66.0,Swimming
10748,"Susanne Jean ""Susie"" Atwood",19.0,170.0,66.0,Swimming
10749,"Susanne Jean ""Susie"" Atwood",19.0,170.0,66.0,Swimming
10750,"Susanne Jean ""Susie"" Atwood",19.0,170.0,66.0,Swimming
10751,Fernando Atzori,22.0,158.0,51.0,Boxing
10752,Leo Atzwanger,27.0,173.0,73.0,Luge
10753,Au Sin Ying,23.0,167.0,66.0,Fencing
10754,"Hoi Shun ""Stephanie"" Au",16.0,172.0,56.0,Swimming
10755,"Hoi Shun ""Stephanie"" Au",16.0,172.0,56.0,Swimming
10756,"Hoi Shun ""Stephanie"" Au",16.0,172.0,56.0,Swimming
10757,"Hoi Shun ""Stephanie"" Au",20.0,172.0,56.0,Swimming
10758,"Hoi Shun ""Stephanie"" Au",20.0,172.0,56.0,Swimming
10759,"Hoi Shun ""Stephanie"" Au",24.0,172.0,56.0,Swimming
10760,Au Woon Yiu,27.0,168.0,65.0,Judo
10761,Au Woon Yiu,31.0,168.0,65.0,Judo
10762,Pierre-Emerick Emiliano Aubameyang,23.0,187.0,77.0,Football
10763,Ott Zsolt Aubli,29.0,186.0,110.0,Wrestling
10764,Ott Zsolt Aubli,33.0,186.0,110.0,Wrestling
10765,JeanJacques Auberson,,,,Hockey
10766,Aubert,,,,Gymnastics
10767,Jeannette Aubert (-Pinci),,,,Diving
10768,Laia Aubert Torrents,19.0,165.0,57.0,Cross Country Skiing
10769,Laia Aubert Torrents,19.0,165.0,57.0,Cross Country Skiing
10770,Philippe Aubert,28.0,172.0,78.0,Judo
10771,Sandrine Aubert,27.0,181.0,66.0,Alpine Skiing
10772,Sandrine Aubert,27.0,181.0,66.0,Alpine Skiing
10773,Philippe Aubertin,23.0,185.0,77.0,Canoeing
10774,Philippe Aubertin,31.0,185.0,77.0,Canoeing
10775,Philippe Aubertin,31.0,185.0,77.0,Canoeing
10776,"John Ernest ""Jack"" Aubin",20.0,,,Swimming
10777,Rene Lynn Aubin,28.0,172.0,63.0,Fencing
10778,Rene Lynn Aubin,28.0,172.0,63.0,Fencing
10779,"David Camillo ""Dave"" Auble",26.0,168.0,57.0,Wrestling
10780,R. P. Aublin,,,,Hockey
10781,Felix Aubck,19.0,198.0,85.0,Swimming
10782,Felix Aubck,19.0,198.0,85.0,Swimming
10783,Felix Aubck,19.0,198.0,85.0,Swimming
10784,Charles Aubras,,,,Archery
10785,Rex Aubrey,17.0,,,Swimming
10786,Rex Aubrey,17.0,,,Swimming
10787,Amde Aubry,,,,Shooting
10788,Chelsea Ann Aubry,28.0,188.0,82.0,Basketball
10789,Jean Aubry,23.0,,,Gymnastics
10790,Jean Aubry,23.0,,,Gymnastics
10791,Jean Aubry,23.0,,,Gymnastics
10792,Jean Aubry,23.0,,,Gymnastics
10793,Jean Aubry,23.0,,,Gymnastics
10794,Jean Aubry,23.0,,,Gymnastics
10795,Jean Aubry,23.0,,,Gymnastics
10796,Jean Aubry,23.0,,,Gymnastics
10797,William Andrew John Aucamp,20.0,192.0,81.0,Water Polo
10798,William Andrew John Aucamp,28.0,192.0,81.0,Water Polo
10799,Susan Margaret Auch,25.0,172.0,65.0,Speed Skating
10800,Susan Margaret Auch,25.0,172.0,65.0,Speed Skating
10801,Susan Margaret Auch,27.0,172.0,65.0,Speed Skating
10802,Susan Margaret Auch,27.0,172.0,65.0,Speed Skating
10803,Susan Margaret Auch,31.0,172.0,65.0,Speed Skating
10804,Susan Margaret Auch,31.0,172.0,65.0,Speed Skating
10805,Susan Margaret Auch,35.0,172.0,65.0,Speed Skating
10806,Susan Margaret Auch,35.0,172.0,65.0,Speed Skating
10807,"Frdric ""Fred"" Louis Henri Oscar Auckenthaler",24.0,,,Ice Hockey
10808,Adrian Mark Aucoin,20.0,188.0,94.0,Ice Hockey
10809,Marie-Claude Audet,22.0,165.0,64.0,Cycling
10810,Martine Audin (-Bonin),17.0,154.0,49.0,Gymnastics
10811,Martine Audin (-Bonin),17.0,154.0,49.0,Gymnastics
10812,Martine Audin (-Bonin),17.0,154.0,49.0,Gymnastics
10813,Martine Audin (-Bonin),17.0,154.0,49.0,Gymnastics
10814,Martine Audin (-Bonin),17.0,154.0,49.0,Gymnastics
10815,Nadine Audin (-Bredillet),14.0,160.0,50.0,Gymnastics
10816,Nadine Audin (-Bredillet),14.0,160.0,50.0,Gymnastics
10817,Nadine Audin (-Bredillet),14.0,160.0,50.0,Gymnastics
10818,Nadine Audin (-Bredillet),14.0,160.0,50.0,Gymnastics
10819,Nadine Audin (-Bredillet),14.0,160.0,50.0,Gymnastics
10820,Nadine Audin (-Bredillet),14.0,160.0,50.0,Gymnastics
10821,Nadine Audin (-Bredillet),18.0,160.0,50.0,Gymnastics
10822,Nadine Audin (-Bredillet),18.0,160.0,50.0,Gymnastics
10823,Nadine Audin (-Bredillet),18.0,160.0,50.0,Gymnastics
10824,Nadine Audin (-Bredillet),18.0,160.0,50.0,Gymnastics
10825,Nadine Audin (-Bredillet),18.0,160.0,50.0,Gymnastics
10826,Marc Audineau,33.0,170.0,68.0,Sailing
10827,Andr Audinet,21.0,,,Athletics
10828,Marco Audisio,20.0,183.0,73.0,Rowing
10829,Giorgio Audizio,37.0,182.0,80.0,Sailing
10830,Giorgio Audizio,41.0,182.0,80.0,Sailing
10831,Gordon Vernon Audley,19.0,,,Speed Skating
10832,Gordon Vernon Audley,19.0,,,Speed Skating
10833,Gordon Vernon Audley,23.0,,,Speed Skating
10834,Gordon Vernon Audley,27.0,,,Speed Skating
10835,Gordon Vernon Audley,27.0,,,Speed Skating
10836,Michel Audoin,27.0,185.0,85.0,Sailing
10837,Richard Audoly,17.0,171.0,58.0,Swimming
10838,Musa Audu,24.0,174.0,75.0,Athletics
10839,Christian Auer,35.0,157.0,71.0,Skeleton
10840,Doris Auer,29.0,168.0,65.0,Athletics
10841,Gerhard Auer,29.0,189.0,95.0,Rowing
10842,Ilkka Kullervo Auer,26.0,184.0,76.0,Athletics
10843,Josef-Georg Auer,23.0,170.0,57.0,Wrestling
10844,Monika Auer,22.0,160.0,59.0,Luge
10845,Monika Auer,26.0,160.0,59.0,Luge
10846,"Victor Lee ""Vic"" Auer",35.0,175.0,73.0,Shooting
10847,"Victor Lee ""Vic"" Auer",39.0,175.0,73.0,Shooting
10848,Wilfried Auerbach,20.0,190.0,91.0,Rowing
10849,Wilfried Auerbach,24.0,190.0,91.0,Rowing
10850,Ingrid Auerswald-Lange (Brestrich-),22.0,168.0,58.0,Athletics
10851,Ingrid Auerswald-Lange (Brestrich-),22.0,168.0,58.0,Athletics
10852,Ingrid Auerswald-Lange (Brestrich-),31.0,168.0,58.0,Athletics
10853,Hermann Heinrich Gottfried Johann auf der Heide,25.0,,,Hockey
10854,Alfred Aufdenblatten,26.0,,,Military Ski Patrol
10855,Alfred Aufdenblatten,26.0,,,Cross Country Skiing
10856,"Franziska Christine ""Frnzi"" Aufdenblatten",20.0,173.0,68.0,Alpine Skiing
10857,"Franziska Christine ""Frnzi"" Aufdenblatten",25.0,173.0,68.0,Alpine Skiing
10858,"Franziska Christine ""Frnzi"" Aufdenblatten",25.0,173.0,68.0,Alpine Skiing
10859,"Franziska Christine ""Frnzi"" Aufdenblatten",25.0,173.0,68.0,Alpine Skiing
10860,"Franziska Christine ""Frnzi"" Aufdenblatten",25.0,173.0,68.0,Alpine Skiing
10861,"Franziska Christine ""Frnzi"" Aufdenblatten",32.0,173.0,68.0,Alpine Skiing
10862,Sandra Auffarth,25.0,170.0,57.0,Equestrianism
10863,Sandra Auffarth,25.0,170.0,57.0,Equestrianism
10864,Sandra Auffarth,29.0,170.0,57.0,Equestrianism
10865,Sandra Auffarth,29.0,170.0,57.0,Equestrianism
10866,Andr Auffray,23.0,,,Cycling
10867,Andr Auffray,23.0,,,Cycling
10868,Andr Auffray,23.0,,,Cycling
10869,Andr Auffray,23.0,,,Cycling
10870,Andr Auffray,23.0,,,Cycling
10871,Benjamin Auffret,21.0,166.0,54.0,Diving
10872,Inger Reidun Aufles (Dving-),26.0,165.0,54.0,Cross Country Skiing
10873,Inger Reidun Aufles (Dving-),26.0,165.0,54.0,Cross Country Skiing
10874,Inger Reidun Aufles (Dving-),26.0,165.0,54.0,Cross Country Skiing
10875,Inger Reidun Aufles (Dving-),30.0,165.0,54.0,Cross Country Skiing
10876,Inger Reidun Aufles (Dving-),30.0,165.0,54.0,Cross Country Skiing
10877,Inger Reidun Aufles (Dving-),30.0,165.0,54.0,Cross Country Skiing
10878,Aufort,,,,Fencing
10879,Aufort,,,,Fencing
10880,Ernst Aufseeser,47.0,,,Art Competitions
10881,Andrus Aug,32.0,190.0,83.0,Cycling
10882,Laura Marie Aug,24.0,175.0,60.0,Synchronized Swimming
10883,Myrtle Sharon Mary Augee,23.0,171.0,91.0,Athletics
10884,Myrtle Sharon Mary Augee,27.0,171.0,91.0,Athletics
10885,Haley Ruth Augello,21.0,157.0,54.0,Wrestling
10886,Isabelle Auger,31.0,170.0,63.0,Water Polo
10887,Jean-Nol Augert,22.0,180.0,72.0,Alpine Skiing
10888,Jean-Nol Augert,22.0,180.0,72.0,Alpine Skiing
10889,Jean-Pierre Augert,22.0,,,Alpine Skiing
10890,Jordan Augier,21.0,171.0,53.0,Swimming
10891,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10892,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10893,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10894,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10895,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10896,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10897,Axel Louis Augis,25.0,172.0,71.0,Gymnastics
10898,Stacey Orlando Augmon,20.0,200.0,87.0,Basketball
10899,Judith Augoustides (Deister-),33.0,187.0,74.0,Beach Volleyball
10900,Georges Augoyat (Augoyard-),18.0,,,Cycling
10901,Ejner Hugo Augsburg,27.0,,,Modern Pentathlon
10902,Bndicte Augst,16.0,172.0,55.0,Rhythmic Gymnastics
10903,Richard Augsten,,,,Art Competitions
10904,Marlon August-Accio,26.0,180.0,81.0,Judo
10905,Marlon August-Accio,34.0,180.0,81.0,Judo
10906,Josef Augusta,29.0,179.0,86.0,Ice Hockey
10907,Patrik Augusta,22.0,178.0,77.0,Ice Hockey
10908,Azea Augustama,25.0,180.0,81.0,Boxing
10909,Louis Albert Auguste-Dormeuil (Dormeuil-),31.0,,,Sailing
10910,Louis Albert Auguste-Dormeuil (Dormeuil-),31.0,,,Sailing
10911,Louis Albert Auguste-Dormeuil (Dormeuil-),31.0,,,Sailing
10912,Celestin Augustin,29.0,160.0,51.0,Boxing
10913,Eduard Augustin,29.0,177.0,73.0,Canoeing
10914,Jean Fernando Augustin,20.0,180.0,75.0,Athletics
10915,Jean-Marc Augustin,23.0,172.0,54.0,Boxing
10916,Ludovic C. Augustin,,,,Shooting
10917,Ludovic C. Augustin,,,,Shooting
10918,"Dionisio Augustine, II",24.0,153.0,65.0,Swimming
10919,"Stephen ""Steve"" Augustine",19.0,180.0,70.0,Athletics
10920,Jssica de Barros Augusto,26.0,162.0,44.0,Athletics
10921,Jssica de Barros Augusto,26.0,162.0,44.0,Athletics
10922,Jssica de Barros Augusto,30.0,162.0,44.0,Athletics
10923,Jssica de Barros Augusto,34.0,162.0,44.0,Athletics
10924,Karl Magnus Augustson,27.0,185.0,100.0,Sailing
10925,Anna-Lisa Augustsson,27.0,,,Athletics
10926,Anna-Lisa Augustsson,27.0,,,Athletics
10927,"Daniel jvind ""Danny"" Augustsson (-Sjberg)",26.0,196.0,90.0,Handball
10928,Seimone Delicia Augustus,24.0,183.0,74.0,Basketball
10929,Seimone Delicia Augustus,28.0,183.0,74.0,Basketball
10930,Seimone Delicia Augustus,32.0,183.0,74.0,Basketball
10931,"Olutoyin ""Toyin"" Augustus",28.0,175.0,68.0,Athletics
10932,John Lee Augustyn,21.0,178.0,65.0,Cycling
10933,Kamila Anna Augustyn,26.0,168.0,62.0,Badminton
10934,Kamila Anna Augustyn,30.0,168.0,62.0,Badminton
10935,Rafa Augustyn,24.0,180.0,82.0,Athletics
10936,Rafa Augustyn,28.0,180.0,82.0,Athletics
10937,Rafa Augustyn,32.0,180.0,82.0,Athletics
10938,Benedykt Stanisaw Augustyniak,28.0,185.0,84.0,Rowing
10939,Klaus Auhuber,24.0,186.0,88.0,Ice Hockey
10940,Klaus Auhuber,28.0,186.0,88.0,Ice Hockey
10941,Angelika Aukenthaler,18.0,164.0,57.0,Luge
10942,Apti Khamzatovich Aukhadov,19.0,178.0,85.0,Weightlifting
10943,Anders Aukland,29.0,181.0,72.0,Cross Country Skiing
10944,Anders Aukland,29.0,181.0,72.0,Cross Country Skiing
10945,Anders Aukland,29.0,181.0,72.0,Cross Country Skiing
10946,Anders Aukland,29.0,181.0,72.0,Cross Country Skiing
10947,Anders Aukland,33.0,181.0,72.0,Cross Country Skiing
10948,Anders Aukland,33.0,181.0,72.0,Cross Country Skiing
10949,John Leslie Miller Auld,34.0,,,Art Competitions
10950,Loredana Auletta,31.0,170.0,69.0,Softball
10951,Otto Wilhelm Aulie,25.0,,,Football
10952,Miika Juha Ilmari Aulio,24.0,174.0,65.0,Archery
10953,Verners Auls,46.0,,,Figure Skating
10954,"Richard Francis ""Dick"" Ault",22.0,188.0,78.0,Athletics
10955,Garnet Walter Ault,22.0,,,Swimming
10956,Garnet Walter Ault,22.0,,,Swimming
10957,Garnet Walter Ault,22.0,,,Swimming
10958,Andr Aumerle,21.0,,,Cycling
10959,Andr Aumerle,21.0,,,Cycling
10960,Andr Aumerle,21.0,,,Cycling
10961,Gaston Achille Louis Aumoitte,15.0,,,Croquet
10962,Gaston Achille Louis Aumoitte,15.0,,,Croquet
10963,Salulolo Aumua,19.0,,,Boxing
10964,Rein Aun,24.0,189.0,88.0,Athletics
10965,Rein Aun,28.0,189.0,88.0,Athletics
10966,Aung Aye Aye,27.0,173.0,75.0,Judo
10967,Ove Robert Aunli,23.0,183.0,75.0,Cross Country Skiing
10968,Ove Robert Aunli,23.0,183.0,75.0,Cross Country Skiing
10969,Ove Robert Aunli,23.0,183.0,75.0,Cross Country Skiing
10970,Ove Robert Aunli,27.0,183.0,75.0,Cross Country Skiing
10971,Ove Robert Aunli,27.0,183.0,75.0,Cross Country Skiing
10972,Ove Robert Aunli,27.0,183.0,75.0,Cross Country Skiing
10973,Berit Kristine Aunli-Kvello,19.0,170.0,56.0,Cross Country Skiing
10974,Berit Kristine Aunli-Kvello,19.0,170.0,56.0,Cross Country Skiing
10975,Berit Kristine Aunli-Kvello,19.0,170.0,56.0,Cross Country Skiing
10976,Berit Kristine Aunli-Kvello,23.0,170.0,56.0,Cross Country Skiing
10977,Berit Kristine Aunli-Kvello,23.0,170.0,56.0,Cross Country Skiing
10978,Berit Kristine Aunli-Kvello,23.0,170.0,56.0,Cross Country Skiing
10979,Berit Kristine Aunli-Kvello,27.0,170.0,56.0,Cross Country Skiing
10980,Berit Kristine Aunli-Kvello,27.0,170.0,56.0,Cross Country Skiing
10981,Berit Kristine Aunli-Kvello,27.0,170.0,56.0,Cross Country Skiing
10982,Franois Aupetit,23.0,,,Boxing
10983,Dominique Auprtre,30.0,146.0,48.0,Shooting
10984,Thomas Auracher,30.0,187.0,112.0,Sailing
10985,Aleksander Aurdal,25.0,178.0,84.0,Freestyle Skiing
10986,Aldo Aureggi,28.0,,,Fencing
10987,Henry-Michel Aurglia,40.0,,,Sailing
10988,Gustav Aurich,,,,Swimming
10989,Pietro Aurino,19.0,180.0,81.0,Boxing
10990,Marja Anneli Auroma (Korhonen-),30.0,156.0,53.5,Cross Country Skiing
10991,Marja Anneli Auroma (Korhonen-),30.0,156.0,53.5,Cross Country Skiing
10992,Philippe Aurox,26.0,,,Bobsleigh
10993,Lauri Aus,21.0,179.0,75.0,Cycling
10994,Lauri Aus,25.0,179.0,75.0,Cycling
10995,Lauri Aus,29.0,179.0,75.0,Cycling
10996,Lauri Aus,29.0,179.0,75.0,Cycling
10997,Hubert Ausbck,20.0,,,Boxing
10998,Walter Auerdorfer,24.0,178.0,75.0,Luge
10999,Walter Auerdorfer,24.0,178.0,75.0,Luge
11000,Erika Auersdorfer,23.0,168.0,60.0,Luge
11001,"Simon ""Simen"" Auseth",21.0,180.0,71.0,Boxing
11002,Olivia Ausoni,24.0,,,Alpine Skiing
11003,Olivia Ausoni,24.0,,,Alpine Skiing
11004,Olivia Ausoni,24.0,,,Alpine Skiing
11005,Olivia Ausoni,28.0,,,Alpine Skiing
11006,Jos Luis Aussn Surez,22.0,174.0,63.0,Football
11007,Otto Torsten Johan Aust,19.0,,,Sailing
11008,Frederik Berggraf Austb,17.0,165.0,55.0,Snowboarding
11009,"Ernest Elliott ""Ernie"" Austen",32.0,168.0,,Athletics
11010,Patrick B. Austen,27.0,,,Hockey
11011,Winifred Marie Louise Austen (-Frick),72.0,,,Art Competitions
11012,Winifred Marie Louise Austen (-Frick),72.0,,,Art Competitions
11013,Winifred Marie Louise Austen (-Frick),72.0,,,Art Competitions
11014,Birgitt Austermhl,30.0,171.0,60.0,Football
11015,Elin Austevoll,21.0,177.0,73.0,Swimming
11016,Elin Austevoll,21.0,177.0,73.0,Swimming
11017,Elin Austevoll,21.0,177.0,73.0,Swimming
11018,Albert William Austin,47.0,,,Golf
11019,Albert Edison Austin,15.0,180.0,,Golf
11020,Andrew Peter Austin,36.0,185.0,84.0,Shooting
11021,"Arthur ""Art"" Austin",21.0,,,Water Polo
11022,Ben Austin,26.0,185.0,78.0,Sailing
11023,Brett William Austin,25.0,184.0,82.0,Swimming
11024,Brett William Austin,25.0,184.0,82.0,Swimming
11025,Brett William Austin,25.0,184.0,82.0,Swimming
11026,Charles Allen Austin,24.0,183.0,77.0,Athletics
11027,Charles Allen Austin,28.0,183.0,77.0,Athletics
11028,Charles Allen Austin,32.0,183.0,77.0,Athletics
11029,Frederick George Austin,46.0,,,Art Competitions
11030,Frederick George Austin,46.0,,,Art Competitions
11031,James William Austin,29.0,188.0,100.0,Judo
11032,John S. Austin,,,71.0,Weightlifting
11033,Julian Austin,34.0,188.0,73.0,Hockey
11034,"Michael MacKay ""Mike"" Austin",21.0,185.0,85.0,Swimming
11035,"Michael MacKay ""Mike"" Austin",21.0,185.0,85.0,Swimming
11036,John Paul Austin,21.0,,,Rowing
11037,Shrone Austin,15.0,175.0,70.0,Swimming
11038,Shrone Austin,19.0,175.0,70.0,Swimming
